cleaned_tokens,task1,task2
"['rt', 'keegannnnn', '1', 'fuck', 'dem', 'kids', '2', 'fuck', 'conservatives', '3', 'want', 'birth', 'control', 'want', 'rawdogged', 'back', 'applebee']",HOF,PRFN
"['proof', 'organised', 'religion', 'fullon', 'bullshit']",HOF,PRFN
"['rt', 'unitynewsnet', 'small', 'explosions', 'go', 'projectiles', 'thrown', 'police', ''muslim', 'defence', 'league'', 'runs', 'riot', 'oldham', 'ple']",HOF,NONE
"['pauljasonklein', 'sister', 'paynejklein', 'birthday', 'today', 'would', 'mean', 'everything', 'wished', 'happ', 'httpstco7npnvq5apr']",NOT,NONE
"['rt', 'fromeneka', 'oh', 'glory', 'days', '', 'triggered', 'couldn't', 'happen', 'better', 'bunch', 'morons', 'people', 'sick', 'told', 'racist', '']",HOF,OFFN
"['rt', 'jamalaboutsport', 'mariamb18', 'thor', 'needs', 'knock', 'clown', 'winker', 'ass', 'tomorrow']",HOF,PRFN
"['rt', 'officialchip', 'never', 'another', 'ddoublee7', 'u', 'young', 'spittaz', 'tryna', 'copy', 'style', 'fake', 'fucking', 'frauds', 'shit', 'versions']",HOF,OFFN
"['rt', 'amberruddhr', '', 'labour's', 'reckless', 'plan', 'would', 'hand', 'benefit', 'payments', 'rich', 'cut', 'support', 'need', '', 'would', 'a']",NOT,NONE
"['rt', 'prodnose', 'good', 'morning', 'everyone', 'following', 'one', 'worst', 'days', 'life', 'want', 'formally', 'apologise', 'outrage', 'caused']",NOT,NONE
"['cheezitking123', 'get', 'tryna', 'get', 'kfc', 'as', 'popeyes', 'isnt', 'superior']",NOT,NONE
"['earphones', 'ko', '']",NOT,NONE
"['rt', 'njlinguist', 'realgonegirl', 'elivalley', 'think', 'people', 'need', 'realize', 'art', 'everyone', 'people', 'find', 'elivalley', 'i']",NOT,NONE
"['i'm', 'tired', 'fuck', 'man', 'physically', 'ain't', 'shit', 'i'm', 'mentally', 'drained', 'i'm', 'fucking', 'done', 'bruh']",HOF,PRFN
"['ingrahamangle', 'president', 'httpstcocuwjlcbitw']",NOT,NONE
"['""bitch', 'it's', 'going', 'melt""', '']",HOF,PRFN
"['rt', 'terribleatnames', 'horrible', 'fucking', 'finale', 'crime', 'show', 'runners', 'story', 'gameofthronesfinale']",HOF,PRFN
"['rt', 'birthdaysplash', 'face', 'may', '2019', 'vote', 'retweeting', 'register', 'face', 'june', 'get', 'started', 'httpstco4icpeokbwm', '', 'pay']",NOT,NONE
"['fuckin', 'im', 'whole', 'ass', 'human', 'every', 'right', 'yank', 'bitch', 'without', 'going', 'jail']",HOF,OFFN
"['debellatis', 'quickiethiccie', 'know', 'thor', 'torn', 'halfcape', 'ragnarok', 'loki', 'would', 'tearcut', 'cape', 'he', 'httpstco3fyhglurqr']",NOT,NONE
"['rt', 'deepstateexpose', 'realdonaldtrump', 'retweet', 'obama', 'slips', 'admits', 'illegitimate', 'unconstitutional', 'foreign', 'president', 'bo']",HOF,OFFN
"['wiping', 'tears', 'eyes', 'fuck', 'steph', 'kd']",HOF,HATE
"['americas', 'ass', 'never', 'fails', 'us']",HOF,PRFN
"['rt', 'spanishcvndy', 'today', 'marks', 'last', 'day', 'gave', 'fuck']",HOF,PRFN
"['rt', 'throwbackhoops', 'reporter', 'asks', 'shaq', 'let's', 'say', 'snake', 'bit', 'mom', 'chest', 'area', 'would', 'suck', 'venom', 'win', 't']",NOT,NONE
"['rt', 'poorlycatdraw', 'tell', 'cersei', 'want', 'know', 'httpstcotlahfqybcu']",NOT,NONE
"['rt', 'kylegriffin1', 'kamala', 'harris', 'attorney', 'general', 'lacks', 'credibility', 'think', 'compromised', 'american', 'publics', 'ability', 't']",NOT,NONE
"['bit', 'duas', 'performing', 'blackpink', 'whatrttfffccshsh']",NOT,NONE
"['flowerlady61', 'fucking', 'stupid', 'article']",HOF,HATE
"['cheap', 'suit', 'like', 'schiff', 'able', 'prove', 'claim', 'youre', 'cheap', 'suit', 'big', 'mouth']",HOF,OFFN
"['rt', 'petttyyquotes', 'friend', 'friend', 'never', 'know', 'business']",NOT,NONE
"['suck', 'fuck', '2', 'httpstcoti8fdvsquj']",HOF,PRFN
"['ah', 'youre', 'better', 'love']",NOT,NONE
"['ashlea', 'singing', 'wii', 'theme', 'tune', 'took', 'solid', '30', 'seconds', 'work', 'that's', 'bc', 'she's', 'shite', 'xx']",NOT,NONE
"['submitted', 'last', 'final', 'paper', 'im', 'fucking', 'free', 'bitches', 'httpstco4yab4vyeg4']",HOF,PRFN
"['rt', 'withyukrist', 'thought', 'one', 'thought', 'little', 'boy', 'looks', 'alike', 'ppeck', '', 'clicked', 'hanstag', 'akin']",NOT,NONE
"['rt', 'cafearmy', '', 'want', 'collaborate', '', 'rm', 'rm', '', 'come', 'shut', '', '', 'bbmastopsocial', 'bts', 'btstwt', 'ht']",NOT,NONE
"['rt', 'olliethfc', '17', 'hours', 'minibus', '', 'fuck', 'thinking']",HOF,PRFN
"['rt', 'buttandbutter', 'youre', 'meditating', 'cave', 'keep', 'cameras', 'away', 'mate']",NOT,NONE
"['rt', 'hornyfacts', 'guy', 'picks', 'ur', 'chin', 'kiss', 'like', 'yess', 'thats', 'like', 'u', 'go', 'u', 'get']",NOT,NONE
"['rt', 'princessavabiso', '', 'road', 'again', 'sing', 'we're', 'way', 'gigi', 'amp', 'gpawls', 'help', 'celebrate', 'mother's', 'day']",NOT,NONE
"['648am', 'dude', 'yo', 'shit', 'boomin', 'boomin']",HOF,PRFN
"['mothers', 'work', 'never', 'done', 'mothers', 'earthly', 'work', 'may', 'never', 'done', 'heavenly', 'work', 'eternal', 'httpstcoptdkpjnyg0']",NOT,NONE
"['fucking', 'love', 'new', 'filter', 'snapchat', 'guys', 'post', 'looking', 'like', 'bad', 'bitch', '']",HOF,PRFN
"['rt', 'americeno', 'creme', 'brulee', 'brown', 'sugar', 'milk', 'tea', 'called', 'trendy', 'drinks', 'like', 'basically', 'sweet', 'cendol', 'harga', 'ya']",NOT,NONE
"['really', 'proud', 'never', 'get', 'tired', 'tell', 'this', 'btstwt']",NOT,NONE
"['rt', 'milkyjooon', 'fucking', 'mad', 'gave', 'price', 'red', 'carpet', 'like', 'bitch', 'someone', 'hold', 'someth']",HOF,PRFN
"['rt', 'dasucre', 'see', 'found', 'curious', 'cat', 'joke', 'now', 'httpstcocpywf1iyoy']",NOT,NONE
"['rt', 'diorsjjk', '93', 'moots', 'follow', 'james', 'charles', 'u', '24', 'hours', 'cut', 'yo', 'ass', 'get', 'unfollowing', 'else', '']",HOF,PRFN
"['rt', 'andrearussett', 'u', 'fucking', 'chill', 'wasn't', 'httpstcoj2iytcjs4v']",HOF,PRFN
"['rt', 'aprilandflower1', 'baby', 'going', 'ko', 'ko', 'bop', 'bbmastopsocial', 'exo', 'weareoneexo', 'httpstco3i7uhdgnla']",NOT,NONE
"['rt', 'rachelvmckinnon', 'fucking', 'begins', 'testing', 'women', 'ones', 'dont', 'look', 'feminine', 'enough', 'kenya', 'drops', 'two', 'sp']",HOF,PRFN
"['rt', 'ajrafael', '""you', 'don't', 'look', 'filipino""', 'supposed', 'look', 'like', 'adobo', 'pancit', 'lumpia', 'kili', 'kili', 'httpstcohtotvkdjj3']",NOT,NONE
"['want', 'die', 'lol', 'tired', 'still', 'live', 'breathe', '']",NOT,NONE
"['1t', 'fun', 'food', 'restaurant', 'planning', 'english', 'today', 'we're', 'hungry', 'big', 'well', 'done', 'jack', 'httpstcouy2hmuwnir']",NOT,NONE
"['iyanulive', 'lol', 'you'll', 'probably', 'never', 'place', 'one', 'unless', 'urology']",NOT,NONE
"['starlight9488', 'wakabaislitaf', 'alina', 'dont', 'see', 'yapping', 'cuz', 'shes', 'actually', 'talented', 'oopsie', 'yo', 'httpstcoyriselncrd']",HOF,NONE
"['sometimes', 'think', 'people', 'see', 'arts', 'oh', 'one', 'shitty', 'seafire', 'stuff']",NOT,NONE
"['rt', 'realdonaldtrump', 'economy', 'jobs', 'market', 'booming', 'best', 'world', 'country's', 'history', 'started']",NOT,NONE
"['rt', 'mekia3', '""you', 'ever', 'cry', 'it's', 'gone', 'rolls', 'royce""', 'lordtttt', 'need', 'type', 'energy', 'lol', 'someone', 'doesn't', 'w']",NOT,NONE
"['4', 'people', 'followed', 'automatically', 'checked', 'httpstcokmakys8y6t']",NOT,NONE
"['rt', 'seokjinspout', 'way', 'eyes', 'closed', 'waiting', 'hat', 'put', 'little', 'smile', 'baby', 'https']",NOT,NONE
"['jdawsey1', 'gtconway3d', 'spineless', 'strong', 'wind', 'would', 'blow', 'away']",HOF,OFFN
"['rt', 'lexialex', 'single', 'arab', 'ever', 'shot', 'school', 'isn't', 'racist', 'it's', 'stupid', 'every', 'school', 'shooter', 'looked', 'like', 'alla']",HOF,PRFN
"['charliekirk11', 'sick', 'mother', 'felt', 'way', 'wouldnt', 'would', 'heso', 'pathetic', 'excuses', 'ju', 'httpstcohjhvq2pcvp']",HOF,OFFN
"['oh', 'get', 'little', 'bitch', 'man', 'trying', 'dox', 'young', 'teenage', 'girls', 'he's', 'tough', 'guy', 'someone', 'own', 'httpstco9hof8v3qvp']",HOF,OFFN
"['rt', 'hmtfu', 'fuck', 'everyone', 'httpstcokcblno6ypw']",HOF,PRFN
"['rt', 'aymusty', 'youre', 'foolish', 'question', 'mark', 'httpstcojbugi9tmld']",NOT,NONE
"['gt10', 'free', 'tix', 'left', 'listen', 'startups', 'need', 'board', 'build', 'one', 'join', 'us', 'june', '11', '', 'bring', 'que', 'httpstcok0c4oukvg7']",NOT,NONE
"['kaioti23', 'realdonaldtrump', 'trump', 'wasnt', 'camera', 'saying', 'grabs', 'women', 'want', 'sleep', 'he', 'httpstcodqeibpgzzh']",NOT,NONE
"['rt', 'claysims3', 'comfortable', 'getting', 'cheated', 'fuck', 'someone', 'beyond', 'belief', 'httpstcoga7wsoireh']",HOF,PRFN
"['rt', 'imtoblame', 'y'all', 'don't', 'give', 'shit', 'don't', 'either', 'fuck', 'y'all', 'houstonrockets']",HOF,PRFN
"['rt', 'gaypaulitumblr', 'rivet', 'instead', 'lock', 'stops', 'pathetic', 'begging', 'release', 'teamlocked', 'chastity', 'permanentchastity', 'gayslave']",NOT,NONE
"['copperjacket', 'stormydaniels', 'damn', 'rob', 'need', 'go', 'back', 'school']",HOF,PRFN
"['rt', 'riconastyy', 'real', 'fuck', 'omg', 'httpstcorifbdsoyvd']",HOF,PRFN
"['rt', 'nowthisnews', 'proud', 'gay', 'son', 'god', '', 'valedictorian', 'came', 'graduation', 'speech', 'mormon', 'university', 'byu', 'h']",NOT,NONE
"['rt', 'trvpism', 'ever', 'randomly', 'cried', 'you've', 'holding', 'shit', 'long']",HOF,PRFN
"['fucking', 'kill']",HOF,PRFN
"['rt', 'saneeer', '6', 'yo', 'bilingual', 'cute', 'smart', 'quiet', 'mentally', 'healthy', 'able', 'math', 'fingers', '20', 'yo', 'illiterate', 'ugly']",NOT,NONE
"['rt', 'annaapp91838450', 'morning', 'americamy', 'awesome', 'patriots', 'rock', 'amp', 'roll', 'godusajustice', 'luv', 'president', 'trumpice', 'bluemilitary', 'never', 'ha']",NOT,NONE
"['rt', 'thatgirlshaexo', 'hey', 'mtv', 'need', 'cut', 'ties', 'entire', 'family', 'brands', 'sponsor', 'janelle', 'need', 'stop', 'see', 'y']",NOT,NONE
"['rt', 'gffn', 'kylian', 'mbappe', '20', '1', 'x', 'world', 'cup', '1', 'x', 'u19', 'euros', '3', 'x', 'ligue', '1', '1', 'x', 'coupe', 'de', 'la', 'ligue', '1', 'x', 'coupe', 'de', 'france', '1', 'x', 'trophee', 'de']",NOT,NONE
"['rt', 'petttyyquotes', 'man', 'promise', 'don't', 'give', 'fuck', 'mean', 'disrespectful', 'way', 'possible']",HOF,PRFN
"['rt', 'btsvotingteam', 'want', 'see', 'total', 'votes', 'accumulated', 'today', 'unlock', '', '11000', 'rts', '', '4000', 'replies', '1', 'hour', '']",NOT,NONE
"['ah', 'shit', 'mtvs', 'running', 'little', 'late']",HOF,PRFN
"['fluorescentgrey', 'mediarootsnews', 'mikegravel', 'huh', 'fucked', 'black', 'hole', 'get', 'sucked', 'go', 'httpstcoe64ttjvfre']",HOF,PRFN
"['xplus', '30cm', 'series', 'yuji', 'sakai', 'godzilla', '1995', 'ric', 'sold', 'us', 'store', 'couple', 'days', 'ago', 'sold', 'httpstcolkiat2857s']",NOT,NONE
"['doggintrump', 'entire', 'shit', 'show', 'went', 'exactly', 'like', 'thought', 'would', 'im', 'holding', 'fine', 'however', 'ange', 'httpstco8tjichkpbt']",HOF,PRFN
"['rt', 'lilskappi', 'might', 'fuck', 'w', 'dont', 'wish', 'bad', 'upon', 'we're', 'grinding', 'trying', 'new', 'paths', 'hard', 'feelings']",HOF,PRFN
"['rt', 'cevansdodger', 'could', 'easily', 'said', '""bucky', 'peggy', 'im', 'you""', 'chose', 'fucking', 'put', '""i', 'love', 'you""', 'love', 'bisexual', 'ico']",HOF,PRFN
"['mimirocah1', 'jamieocitizen', 'reminds', 'dictators', 'third', 'world', 'countries', 'work', 'huh', 'guess', 'that's', 'america']",NOT,NONE
"['wraithdick', 'jack', 'one', 'else', 'could', 'rein', 'way', 'jack', 'could', 'could', 'cut', 'bullshit', 'brav', 'httpstcolihjf7rxud']",HOF,PRFN
"['rt', 'jksteinberger', 'well', 'heck', 'piece', 'writing', 'ill', 'pointing', 'people', 'quoting', 'long', 'time', 'come', '']",NOT,NONE
"['rt', 'molly7anne', 'getting', 'iud', 'hurt', 'like', 'bitch', 'felt', 'like', 'safe', 'option', 'man', 'never', 'ever', 'even', 'his']",NOT,NONE
"['zach', 'pronschinske', 'gets', 'pair', 'strikeouts', 'end', 'bottom', 'eighth', 'uwwhitewater', 'strands', 'runners', 'fir', 'httpstcosoexff1kzm']",NOT,NONE
"['3', 'people', 'followed', 'automatically', 'checked', 'httpstcoynvg4o8f9c']",NOT,NONE
"['fucking', 'hell', 'man']",HOF,PRFN
"['rt', 'trawclutch3', 'deion', 'ass', '', 'httpstcordmwmihdwi']",HOF,PRFN
"['rt', 'toolatetotellu', 'actual', 'fuck', 'happening', 'us', 'httpstcoagirsixpup']",HOF,PRFN
"['nafinadanielle', 'get']",NOT,NONE
"['rt', 'brithume', 'remember', 'post', 'got', 'eric', 'holder', 'stonewalling', 'congress', 'found', 'contempt', 'declaring', 'himself']",NOT,NONE
"['rt', 'alezander', 'bees', 'really', 'throwing', 'ass', '', 'httpstcoefa9homhjv']",HOF,PRFN
"['repadamschiff', 'short', 'answer', 'need', 'go', 'away']",HOF,OFFN
"['rt', 'cr7i9', 'cristiano', 'ronaldo', '201112', 'complete', 'player', 'ever', 'httpstcodmrdftvlkz']",NOT,NONE
"['rt', 'gladysjovel', '""what's', 'move', 'tonight""', 'stfu', 'you're', 'failing', 'two', 'classes', 'go', 'study']",NOT,NONE
"['rt', 'joshuarush', 'small', 'scrape', 'hand', 'covered', 'bandaid', 'uggo']",NOT,NONE
"['h3h3productions', 'think', 'she's', 'mad', 'didn't', 'know', 'name']",NOT,NONE
"['hoemazzello', 'you're', 'welcome', '']",NOT,NONE
"['tnomap', 'eeveespectrum', 'foratua', 'wow', 'smartass', 'huh', 'pedophile']",HOF,OFFN
"['rt', 'tmi3rd', 'gadsdenjazz', 'alexthechick', 'shit', 'im', 'fucked', 'httpstco9qrwu29hdt']",HOF,PRFN
"['rt', 'roddypipeher', 'i'd', 'one', 'fine', 'ass', 'hoe', 'streets', 'httpstco4qlvbsr8ht']",HOF,PRFN
"['rt', 'micaaaelllla', 'astrohy', 'cuties', 'holy', 'shit']",HOF,PRFN
"['rt', 'mikefossey', 'call', 'ishmael', 'seriously', 'dude', 'important', 'call', 'soon', 'get', 'text', 'gonna', 'go', 'fucking', 'get', 'moby', 'dick', 'd']",HOF,PRFN
"['jon', 'going', 'beyond', 'wall', 'live', 'wildling', 'hbo', 'fr', 'fuck', 'shit']",HOF,PRFN
"['thalibrakid', 'boy', 'stop', 'fuck', 'yo', 'go', 'drink', 'stag', 'carib', 'trash', '']",HOF,PRFN
"['rt', 'education4libs', 'rep', 'ilhan', 'omar', 'says', '""america', 'going', 'country', 'white', 'people""', 'nobody', 'said', 'tell', 'you']",NOT,NONE
"['rt', 'javaughnsyw', '2019', 'teaching', 'importance', 'group', 'energy', 'there's', 'shit', 'possible', 'people', 't']",HOF,PRFN
"['rt', '12youngnelly', 'ain't', 'industry', 'don't', 'fuck']",HOF,PRFN
"['biuesided', 'ok', 'true', 'fuck', 'seungri', 'music', 'wise', 'kinda', 'liked', 'ohhh', 'hyukoh', 'pretty', 'nice']",HOF,PRFN
"['dropped', 'headphones', 'apple', 'juice', 'fuck', 'fate']",HOF,PRFN
"['rt', 'colortheory', 'ive', 'putting', 'albums', 'quarter', 'century', 'you're', 'discovering', 'music', 'may', 'know', 'sta']",NOT,NONE
"['fuck', 'sports', '', 'what's', 'wit', 'money', 'though']",HOF,PRFN
"['hoes', 'always', 'playin', 'wen', 'crunch', 'time', 'dawg', 'smh', 'bitches', 'better', 'way', 'wen', 'it's', 'time', 'go', 'zoo', 'n', 'shit', '']",HOF,OFFN
"['amount', 'costs', 'adopt', 'someone', 'literal', 'proof', 'government', 'give', 'single', 'fuck', 'poor', 'pe', 'httpstcogkpj5sducf']",HOF,HATE
"['rt', 'virgojoonie', 'taegi', 'something', 'fucking', 'need', 'httpstco9a9llki4k7']",HOF,PRFN
"['rt', 'aiondraor', 'deserved', 'fucking', 'movie', 'captain', 'marvel', 'said', 'said', 'httpstcomavaw1vjew']",HOF,PRFN
"['acting', 'ass', 'actor', 'dinklage']",HOF,PRFN
"['lol', 'fuck', 'shakespears', 'sister', 'performance', 'graham', 'norton']",HOF,PRFN
"['fuck', 'gameofthrones']",HOF,HATE
"['rt', 'evosalazarrex', '""', 'people', 'want', 'hate', 'cant', 'stop', 'going', 'stop', 'job', 'wanna', 'know', 'bec']",NOT,NONE
"['rt', 'mmpadellan', 'weve', 'known', 'day', 'barr', 'opened', 'lying', 'mouth', 'congress', 'interested', 'covering', 'trumps', 'crooked', 'ass']",HOF,OFFN
"['rt', 'mahleem', 'still', 'cant', 'get', 'picture', '', 'siszamo', 'theyre', 'honestly', 'words', 'describe', 'level', 'admiration', 'have']",NOT,NONE
"['carlvinharris', 'even', 'know', 'sober', '', 'fuck']",HOF,PRFN
"['whoever', 'forgot', 'tell', 'putin', 'carpet', 'better', 'go', 'near', 'open', 'windows', 'tall', 'buildings', 'weekend']",NOT,NONE
"['fuck', 'book']",HOF,HATE
"['rt', 'makemecumplz', 'gonna', 'die', 'taking', 'big', 'ass', 'dick', '', 'httpstcovxjlsnphlr']",HOF,PRFN
"['antivaxxers', 'wanna', 'fucking', 'die', 'don't', '""believe""', 'medicine', 'it's', 'ok', 'go', 'ahead', 'get', 'ext', 'httpstcoxl6y7cm8bs']",HOF,PRFN
"['rt', 'prudinx', 'oh', 'fecking', 'god', 'hear', 'scott', 'hypocrite', 'say', 'respect', 'old', 'people', 'fucking', 'dare', 'he', 'af']",HOF,OFFN
"['work', 'tomorrow', 'morning', 'imessage', 'games', 'welcome']",NOT,NONE
"['rt', 'meauxmeauxx', 'please', 'y'all', 'work', 'fuckin', 'hard', 'shit', 'httpstcokrffcrjusg']",HOF,PRFN
"['burnsalana', 'shit', 'defending', 'slavers', 'pathetic']",HOF,PRFN
"['taheerhb', 'never', 'you']",NOT,NONE
"['shit', 'needs', 'stop', 'broooooooooooooooooooooo', '']",HOF,PRFN
"['coming', 'close', '150', 'followers', 'i'm', 'thinking', 'giveaway']",NOT,NONE
"['mixed', 'shit', 'water', 'substance', 'sides', 'agreed', 'eachother', 'girl', 'respect', 'f', 'httpstcomr8z3c7kzb']",HOF,PRFN
"['rt', 'alexivenegas', 'would', 'rather', 'die', 'thirst', 'drink', 'fucking', 'root', 'beer']",HOF,PRFN
"['rt', 'fruiteapunch', 'holy', 'fucking', 'shit', 'forgot', 'changed', 'sister's', 'contact', 'tge', 'sheer', 'terror', 'filled', 'bones', 'recieved', 't']",HOF,PRFN
"['rt', 'timescorbyn', 'heres', 'corbyns', 'adviser', 'andrew', 'murray', 'father', 'labours', 'head', 'complaints', 'defending', 'murderous', 'tyrant', 'stalin', 's']",HOF,NONE
"['rt', 'adultmoodz', 'need', 'sum', 'nasty', 'ass', 'sex', 'like', 'this', 'httpstcoqbpdazuuhs']",HOF,PRFN
"['trippinassmeek', 'ima', 'tell', 'bitch', 'watch', 'yo', 'mouth', 'dont', 'sorry', 'careful', 'bitch', 'thats', 'nigga', 'pill', 'cosby']",HOF,PRFN
"['rt', 'mariebrownsuga', 'don't', 'kiss', 'ass', 'apologize', 'situations', 'fault']",HOF,PRFN
"['', 'raptors', 'show', 'help', 'kawhi', 'defend', 'home', 'court', 'milwaukee', 'going', 'go', '30', 'whoyagot', 'mkf', '', 'httpstcovwqsakq67y']",NOT,NONE
"['rt', 'theaqil', 'untuk', 'kali', 'ke', 'berapa', 'ntah', 'aku', 'harap', 'sangat', 'clear', 'skin', 'raya', 'clear', 'skin', 'raya', 'clear', 'skin', 'raya', 'clear', 'skin']",NOT,NONE
"['rt', 'kaylaisblisss', 'you're', 'slut', 'iced', 'coffee', 'saving', 'environment', 'like', 'starbucks', 'selling', 'reusable', 'color', 'changing', 'cu']",HOF,PRFN
"['rt', 'muabriannna', 'sometimes', 'get', 'mad', 'bc', 'really', 'close', 'certain', 'people', 'i'd', 'never', 'ever', 'want', 'friends', 'w', 'se']",NOT,NONE
"['rt', 'emoore31', 'it's', 'mental', 'health', 'awareness', 'month', 'amp', 'don't', 'think', 'i've', 'ever', 'less', 'mentally', 'healthy']",NOT,NONE
"['rt', 'lenomesthina', 'future', 'mother', 'inlaw', 'cook', 'son', 'httpstcoyokk7tbplx']",NOT,NONE
"['duncanj03516285', 'mannymua733', 'fucking', 'deceased', '', 'stephozz']",NOT,NONE
"['i'm', 'definitely', 'gon', 'doin', 'shit', 'long', '']",HOF,PRFN
"['youre', 'bright', 'shining', 'star']",NOT,NONE
"['rt', 'brittanyydiaz', 'one', 'growing', 'you're', 'guaranteed', 'bad', 'bitch', 'httpstcoi6dtf32z2u']",HOF,PRFN
"['hardpops571', 'fuck', 'please', 'let', 'suck', 'cock', 'dry', 'clean']",HOF,PRFN
"['rack', 'ass']",HOF,PRFN
"['garbagehime', 'nice', 'big', 'fucking', 'wall', 'armed', 'organization', 'guard', 'yknow', 'old', 'times', 'sake']",HOF,PRFN
"['stoplorddampnut', 'gregshugar', 'realdonaldtrump', 'thats', 'okay', 'obvious', 'trump', 'hater', 'rather', 'that', 'httpstcoxyicw1rvvq']",NOT,NONE
"['thebigjc1969', 'lexylupinup', 'damn', 'beautiful']",NOT,NONE
"['actual', 'fuck']",HOF,PRFN
"['rt', 'jessegladsaget', 'fuck', 'steph', 'curry']",HOF,PRFN
"['tune', 'today', 'tayloreve', '""everything""', 'soulofthestreets', '35pm', 'est', 'bpemusic', 'httpstco52y9fj4opi']",NOT,NONE
"['porto's', 'bakery', 'coming', 'northridge', 'know', 'it's', 'planning', 'open', 'httpstcoci4awhloty']",NOT,NONE
"['rt', 'alamgirizvi', 'think', 'responsibility', 'tell', 'everyone', 'pm', 'meditation', '', 'excellent', 'details', 'mod']",NOT,NONE
"['rt', 'lustwreck', 'yesterday', 'bit', 'tongue', 'eating', 'green', 'asparagus', 'kim', 'taehyung', '2019', 'httpstco9cxyo6ycif']",HOF,NONE
"['two', 'holes', 'fucking', 'reason', 'httpstcoc4ihsgmqee']",HOF,PRFN
"['sheilagaytan', 'still', 'bad', 'bitch']",HOF,PRFN
"['attorney', 'general', 'barr', 'cancels', 'second', 'day', 'testimony', 'escalating', 'battle', 'congress', 'reuters', 'crooked', 'ass', 'httpstcojyjpojmuzb']",HOF,HATE
"['may', '19', '2019', '1100pm']",NOT,NONE
"['rt', 'ttungttunghano1', 'haiku', 'seunghyub', 'legs', 'long', 'look', 'good', 'proportions', 'fuck', 'short', 'people', 'httpstco4yw4aevxuy']",HOF,HATE
"['rt', 'fizzyrivera', '""i', 'can't', 'tell', 'that's', 'fucking', 'crackhead', 'hipster""', 'mom', 'driving', 'downtown']",HOF,PRFN
"['rt', 'gameofthrones', 'play', 'game', 'thrones', 'win', 'die', 'series', 'finale', 'premieres', 'tonight', '9pm', 'hbo', 'thefinalepi']",NOT,NONE
['theyre'],NOT,NONE
"['rt', 'connorhannigan2', 'go', 'bed', 'early', 'tonight', '2', 'httpstcofwd7jtujjc']",NOT,NONE
"['rt', 'kbrilondon', 'robertcourts', '5through', 'regional', 'office', 'hrc', 'bangkok', 'agree', 'better', 'preparation', 'timing', 'visit']",NOT,NONE
"['mrfobel', 'offense', 'literally', 'bought', 'revolutionary', 'war', 'give', 'fuck', 'unelected', 'monarch']",HOF,PRFN
"['ftbichris', 'fucking', 'creative', 'tbf', '']",HOF,PRFN
"['rt', 'capcrunchbeats', 'dont', 'ask', 'feel', 'dont', 'give', 'fuck']",HOF,PRFN
"['rt', 'johnbradleywest', 'dad', 'you're', 'embarrassing', 'front', 'friends', 'hot', 'get', 'burned', 'oh', 'sorry', 'insen']",NOT,NONE
"['rt', 'fabalfaqih', '""he', 'took', 'virginity', 'left', 'sister', 'trash""', 'briennesburnbook', 'gotfinale', 'httpstcorob0vpfsp2']",HOF,PRFN
"['rudygiuliani', 'rudy', 'you're', 'either', 'lunatic', 'senile']",HOF,OFFN
"['rt', 'abigailin1692', 'sandrawocs', 'stormydaniels', 'mactroll5', 'rachelstarrxxx', 'michaelavenatti', 'trump', 'cheated', 'wifeafter', 'she']",HOF,HATE
"['rt', 'complexmusic', 'baby', 'future', 'wanted', 'big', 'wheel', 'dad', 'handed', 'rolex', 'instead', 'httpstcognov4wk3xt']",NOT,NONE
